movement_id,document_id,event_time,movement_type,sku,batch_id,location_id,quantity,order_line_id,receipt_id
M000935,D000935,2026-06-27 14:00:00,ISSUE,SKU025,B0055,L025,4,O00854,
M000936,D000936,2026-06-27 14:00:00,ISSUE,SKU027,B0057,L027,1,O00855,
M000937,D000937,2026-06-27 14:00:00,ISSUE,SKU001,B0059,L001,5,O00856,
M000938,D000938,2026-06-27 14:00:00,ISSUE,SKU002,B0060,L002,3,O00857,
M000939,D000939,2026-06-27 14:00:00,ISSUE,SKU003,B0061,L003,3,O00858,
M000940,D000940,2026-06-27 14:00:00,ISSUE,SKU004,B0062,L004,6,O00859,
M000941,D000941,2026-06-27 14:00:00,ISSUE,SKU005,B0063,L005,5,O00860,
M000942,D000942,2026-06-27 14:00:00,ISSUE,SKU006,B0064,L006,1,O00861,
M000943,D000943,2026-06-27 14:00:00,ISSUE,SKU011,B0041,L011,4,O00862,
M000944,D000944,2026-06-27 14:00:00,ISSUE,SKU016,B0046,L016,1,O00863,
M000945,D000945,2026-06-27 14:00:00,ISSUE,SKU023,B0023,L023,3,O00864,
M000946,D000946,2026-06-27 14:00:00,ISSUE,SKU025,B0055,L025,5,O00865,
M000947,D000947,2026-06-27 14:00:00,ISSUE,SKU001,B0059,L001,3,O00866,
M000948,D000948,2026-06-27 14:00:00,ISSUE,SKU002,B0060,L002,5,O00867,
M000949,D000949,2026-06-27 14:00:00,ISSUE,SKU003,B0061,L003,8,O00868,
M000950,D000950,2026-06-27 14:00:00,ISSUE,SKU006,B0064,L006,6,O00869,
M000951,D000951,2026-06-27 14:00:00,ISSUE,SKU011,B0041,L011,2,O00870,
M000952,D000952,2026-06-27 14:00:00,ISSUE,SKU013,B0043,L013,2,O00871,
M000953,D000953,2026-06-27 14:00:00,ISSUE,SKU016,B0046,L016,5,O00872,
M000954,D000954,2026-06-27 14:00:00,ISSUE,SKU017,B0017,L017,2,O00873,
M000955,D000955,2026-06-27 14:00:00,ISSUE,SKU017,B0047,L017,4,O00873,
M000956,D000956,2026-06-27 14:00:00,ISSUE,SKU018,B0048,L018,3,O00874,
M000957,D000957,2026-06-27 14:00:00,ISSUE,SKU019,B0071,L019,6,O00875,
M000958,D000958,2026-06-27 14:00:00,ISSUE,SKU021,B0051,L021,5,O00876,
M000959,D000959,2026-06-27 14:00:00,ISSUE,SKU024,B0054,L024,8,O00877,
M000960,D000960,2026-06-27 14:00:00,ISSUE,SKU027,B0057,L027,6,O00878,
M000961,D000961,2026-06-27 14:00:00,ISSUE,SKU001,B0059,L001,7,O00879,
M000962,D000962,2026-06-27 14:00:00,ISSUE,SKU002,B0060,L002,5,O00880,
M000963,D000963,2026-06-27 14:00:00,ISSUE,SKU003,B0061,L003,7,O00881,
M000964,D000964,2026-06-27 14:00:00,ISSUE,SKU004,B0062,L004,9,O00882,
M000965,D000965,2026-06-27 14:00:00,ISSUE,SKU006,B0064,L006,9,O00883,
M000966,D000966,2026-06-27 14:00:00,ISSUE,SKU011,B0041,L011,4,O00884,
M000967,D000967,2026-06-27 14:00:00,ISSUE,SKU013,B0043,L013,4,O00885,
M000968,D000968,2026-06-27 14:00:00,ISSUE,SKU014,B0044,L014,2,O00886,
M000969,D000969,2026-06-27 14:00:00,ISSUE,SKU015,B0045,L015,5,O00887,
M000970,D000970,2026-06-27 14:00:00,ISSUE,SKU016,B0046,L016,7,O00888,
M000971,D000971,2026-06-27 14:00:00,ISSUE,SKU017,B0047,L017,7,O00889,
M000972,D000972,2026-06-27 14:00:00,ISSUE,SKU018,B0048,L018,2,O00890,
M000973,D000973,2026-06-27 14:00:00,ISSUE,SKU020,B0050,L020,2,O00891,
M000974,D000974,2026-06-27 14:00:00,ISSUE,SKU021,B0051,L021,2,O00892,
M000975,D000975,2026-06-27 14:00:00,ISSUE,SKU022,B0052,L022,7,O00893,
M000976,D000976,2026-06-27 14:00:00,ISSUE,SKU028,B0028,L028,4,O00894,
M000977,D000977,2026-06-27 14:00:00,ISSUE,SKU004,B0062,L004,4,O00895,
M000978,D000978,2026-06-27 14:00:00,ISSUE,SKU011,B0011,L011,4,O00896,
M000979,D000979,2026-06-27 14:00:00,ISSUE,SKU012,B0067,L012,5,O00897,
M000980,D000980,2026-06-27 14:00:00,ISSUE,SKU016,B0046,L016,1,O00898,
M000981,D000981,2026-06-27 14:00:00,ISSUE,SKU018,B0048,L018,2,O00899,
M000982,D000982,2026-06-27 14:00:00,ISSUE,SKU020,B0050,L020,6,O00900,
M000983,D000983,2026-06-27 14:00:00,ISSUE,SKU024,B0054,L024,2,O00901,
M000984,D000984,2026-06-27 14:00:00,ISSUE,SKU027,B0057,L027,2,O00902,
M000985,D000985,2026-06-28 14:00:00,ISSUE,SKU002,B0060,L002,3,O00903,
M000986,D000986,2026-06-28 14:00:00,ISSUE,SKU003,B0061,L003,2,O00904,
M000987,D000987,2026-06-28 14:00:00,ISSUE,SKU004,B0062,L004,2,O00905,
M000988,D000988,2026-06-28 14:00:00,ISSUE,SKU006,B0064,L006,5,O00906,
M000989,D000989,2026-06-28 14:00:00,ISSUE,SKU007,B0037,L007,5,O00907,
M000990,D000990,2026-06-28 14:00:00,ISSUE,SKU008,B0038,L008,2,O00908,
M000991,D000991,2026-06-28 14:00:00,ISSUE,SKU017,B0047,L017,4,O00909,
M000992,D000992,2026-06-28 14:00:00,ISSUE,SKU025,B0055,L025,4,O00910,
M000993,D000993,2026-06-28 14:00:00,ISSUE,SKU002,B0060,L002,1,O00911,
M000994,D000994,2026-06-28 14:00:00,ISSUE,SKU003,B0061,L003,1,O00912,
M000995,D000995,2026-06-28 14:00:00,ISSUE,SKU004,B0062,L004,3,O00913,
M000996,D000996,2026-06-28 14:00:00,ISSUE,SKU005,B0063,L005,3,O00914,
M000997,D000997,2026-06-28 14:00:00,ISSUE,SKU006,B0064,L006,3,O00915,
M000998,D000998,2026-06-28 14:00:00,ISSUE,SKU007,B0037,L007,1,O00916,
M000999,D000999,2026-06-28 14:00:00,ISSUE,SKU011,B0011,L011,1,O00917,
M001000,D001000,2026-06-28 14:00:00,ISSUE,SKU016,B0046,L016,6,O00918,
M001001,D001001,2026-06-28 14:00:00,ISSUE,SKU018,B0048,L018,3,O00919,
M001002,D001002,2026-06-28 14:00:00,ISSUE,SKU019,B0071,L019,3,O00920,
M001003,D001003,2026-06-28 14:00:00,ISSUE,SKU022,B0052,L022,4,O00921,
M001004,D001004,2026-06-28 14:00:00,ISSUE,SKU024,B0054,L024,1,O00922,
M001005,D001005,2026-06-28 14:00:00,ISSUE,SKU026,B0026,L026,5,O00923,
M001006,D001006,2026-06-28 14:00:00,ISSUE,SKU002,B0060,L002,5,O00924,
M001007,D001007,2026-06-28 14:00:00,ISSUE,SKU004,B0062,L004,5,O00925,
M001008,D001008,2026-06-28 14:00:00,ISSUE,SKU006,B0064,L006,6,O00926,
M001009,D001009,2026-06-28 14:00:00,ISSUE,SKU011,B0011,L011,2,O00927,
M001010,D001010,2026-06-28 14:00:00,ISSUE,SKU013,B0043,L013,3,O00928,
M001011,D001011,2026-06-28 14:00:00,ISSUE,SKU016,B0046,L016,3,O00929,
M001012,D001012,2026-06-28 14:00:00,ISSUE,SKU017,B0047,L017,6,O00930,
M001013,D001013,2026-06-28 14:00:00,ISSUE,SKU021,B0051,L021,3,O00931,
M001014,D001014,2026-06-28 14:00:00,ISSUE,SKU022,B0052,L022,2,O00932,
M001015,D001015,2026-06-28 14:00:00,ISSUE,SKU023,B0023,L023,7,O00933,
M001016,D001016,2026-06-28 14:00:00,ISSUE,SKU023,B0053,L023,1,O00933,
M001017,D001017,2026-06-28 14:00:00,ISSUE,SKU027,B0057,L027,5,O00934,
M001018,D001018,2026-06-28 14:00:00,ISSUE,SKU028,B0028,L028,6,O00935,
M001019,D001019,2026-06-28 14:00:00,ISSUE,SKU001,B0059,L001,5,O00936,
M001020,D001020,2026-06-28 14:00:00,ISSUE,SKU004,B0062,L004,2,O00937,
M001021,D001021,2026-06-28 14:00:00,ISSUE,SKU005,B0063,L005,4,O00938,
M001022,D001022,2026-06-28 14:00:00,ISSUE,SKU007,B0037,L007,7,O00939,
M001023,D001023,2026-06-28 14:00:00,ISSUE,SKU009,B0065,L009,9,O00940,
M001024,D001024,2026-06-28 14:00:00,ISSUE,SKU014,B0044,L014,4,O00941,
M001025,D001025,2026-06-28 14:00:00,ISSUE,SKU025,B0055,L025,7,O00942,
M001026,D001026,2026-06-28 14:00:00,ISSUE,SKU003,B0061,L003,1,O00943,
M001027,D001027,2026-06-28 14:00:00,ISSUE,SKU004,B0062,L004,5,O00944,
M001028,D001028,2026-06-28 14:00:00,ISSUE,SKU006,B0064,L006,4,O00945,
M001029,D001029,2026-06-28 14:00:00,ISSUE,SKU011,B0011,L011,4,O00946,
M001030,D001030,2026-06-28 14:00:00,ISSUE,SKU012,B0067,L012,1,O00947,
M001031,D001031,2026-06-28 14:00:00,ISSUE,SKU016,B0046,L016,1,O00948,
M001032,D001032,2026-06-28 14:00:00,ISSUE,SKU028,B0058,L028,4,O00949,
M001033,D001033,2026-06-29 14:00:00,ISSUE,SKU001,B0059,L001,2,O00950,
M001034,D001034,2026-06-29 14:00:00,ISSUE,SKU002,B0060,L002,2,O00951,
M001035,D001035,2026-06-29 14:00:00,ISSUE,SKU003,B0061,L003,3,O00952,
M001036,D001036,2026-06-29 14:00:00,ISSUE,SKU004,B0062,L004,1,O00953,
M001037,D001037,2026-06-29 14:00:00,ISSUE,SKU006,B0064,L006,4,O00954,
M001038,D001038,2026-06-29 14:00:00,ISSUE,SKU009,B0065,L009,4,O00955,
M001039,D001039,2026-06-29 14:00:00,ISSUE,SKU011,B0011,L011,1,O00956,
M001040,D001040,2026-06-29 14:00:00,ISSUE,SKU014,B0044,L014,2,O00957,
M001041,D001041,2026-06-29 14:00:00,ISSUE,SKU017,B0047,L017,2,O00958,
M001042,D001042,2026-06-29 14:00:00,ISSUE,SKU021,B0051,L021,4,O00959,
M001043,D001043,2026-06-29 14:00:00,ISSUE,SKU023,B0053,L023,1,O00960,
M001044,D001044,2026-06-29 14:00:00,ISSUE,SKU001,B0059,L001,4,O00961,
M001045,D001045,2026-06-29 14:00:00,ISSUE,SKU002,B0060,L002,1,O00962,
M001046,D001046,2026-06-29 14:00:00,ISSUE,SKU003,B0061,L003,5,O00963,
M001047,D001047,2026-06-29 14:00:00,ISSUE,SKU005,B0063,L005,1,O00964,
M001048,D001048,2026-06-29 14:00:00,ISSUE,SKU006,B0064,L006,2,O00965,
M001049,D001049,2026-06-29 14:00:00,ISSUE,SKU008,B0038,L008,2,O00966,
M001050,D001050,2026-06-29 14:00:00,ISSUE,SKU012,B0067,L012,1,O00967,
M001051,D001051,2026-06-29 14:00:00,ISSUE,SKU017,B0047,L017,1,O00968,
M001052,D001052,2026-06-29 14:00:00,ISSUE,SKU020,B0050,L020,5,O00969,
M001053,D001053,2026-06-29 14:00:00,ISSUE,SKU021,B0051,L021,2,O00970,
M001054,D001054,2026-06-29 14:00:00,ISSUE,SKU027,B0057,L027,3,O00971,
M001055,D001055,2026-06-29 14:00:00,ISSUE,SKU019,B0071,L019,4,O00972,
M001056,D001056,2026-06-29 14:00:00,ISSUE,SKU022,B0052,L022,1,O00973,
M001057,D001057,2026-06-29 14:00:00,ISSUE,SKU028,B0058,L028,4,O00974,
M001058,D001058,2026-06-29 14:00:00,ISSUE,SKU001,B0059,L001,1,O00975,
M001059,D001059,2026-06-29 14:00:00,ISSUE,SKU002,B0060,L002,7,O00976,
M001060,D001060,2026-06-29 14:00:00,ISSUE,SKU003,B0061,L003,6,O00977,
M001061,D001061,2026-06-29 14:00:00,ISSUE,SKU011,B0011,L011,6,O00978,
M001062,D001062,2026-06-29 14:00:00,ISSUE,SKU012,B0067,L012,1,O00979,
M001063,D001063,2026-06-29 14:00:00,ISSUE,SKU013,B0043,L013,6,O00980,
M001064,D001064,2026-06-29 14:00:00,ISSUE,SKU015,B0045,L015,6,O00981,
M001065,D001065,2026-06-29 14:00:00,ISSUE,SKU016,B0046,L016,1,O00982,
M001066,D001066,2026-06-29 14:00:00,ISSUE,SKU017,B0047,L017,1,O00983,
M001067,D001067,2026-06-29 14:00:00,ISSUE,SKU001,B0059,L001,1,O00984,
M001068,D001068,2026-06-29 14:00:00,ISSUE,SKU005,B0063,L005,2,O00985,
M001069,D001069,2026-06-29 14:00:00,ISSUE,SKU006,B0064,L006,2,O00986,
M001070,D001070,2026-06-29 14:00:00,ISSUE,SKU007,B0037,L007,4,O00987,
M001071,D001071,2026-06-29 14:00:00,ISSUE,SKU008,B0038,L008,4,O00988,
M001072,D001072,2026-06-29 14:00:00,ISSUE,SKU014,B0044,L014,2,O00989,
M001073,D001073,2026-06-29 14:00:00,ISSUE,SKU015,B0045,L015,3,O00990,
M001074,D001074,2026-06-29 14:00:00,ISSUE,SKU018,B0048,L018,3,O00991,
M001075,D001075,2026-06-30 08:00:00,RECEIPT,SKU001,B0080,L001,76,,R0050
M001076,D001076,2026-06-30 08:00:00,RECEIPT,SKU002,B0081,L002,65,,R0051
M001077,D001077,2026-06-30 08:00:00,RECEIPT,SKU003,B0082,L003,86,,R0052
M001078,D001078,2026-06-30 08:00:00,RECEIPT,SKU004,B0083,L004,75,,R0053
M001079,D001079,2026-06-30 08:00:00,RECEIPT,SKU005,B0084,L005,85,,R0054
M001080,D001080,2026-06-30 08:00:00,RECEIPT,SKU006,B0085,L006,90,,R0055
M001081,D001081,2026-06-30 08:00:00,RECEIPT,SKU008,B0086,L008,92,,R0056
M001082,D001082,2026-06-30 08:00:00,RECEIPT,SKU013,B0087,L013,63,,R0057
M001083,D001083,2026-06-30 08:00:00,RECEIPT,SKU017,B0088,L017,95,,R0058
M001084,D001084,2026-06-30 08:00:00,RECEIPT,SKU018,B0089,L018,76,,R0059
M001085,D001085,2026-06-30 08:00:00,RECEIPT,SKU020,B0090,L020,96,,R0060
M001086,D001086,2026-06-30 08:00:00,RECEIPT,SKU025,B0091,L025,100,,R0061
M001087,D001087,2026-06-30 08:00:00,RECEIPT,SKU026,B0092,L026,77,,R0062
M001088,D001088,2026-06-30 14:00:00,ISSUE,SKU001,B0059,L001,4,O00992,
M001089,D001089,2026-06-30 14:00:00,ISSUE,SKU002,B0060,L002,4,O00993,
M001090,D001090,2026-06-30 14:00:00,ISSUE,SKU003,B0061,L003,3,O00994,
M001091,D001091,2026-06-30 14:00:00,ISSUE,SKU004,B0083,L004,3,O00995,
M001092,D001092,2026-06-30 14:00:00,ISSUE,SKU005,B0063,L005,3,O00996,
M001093,D001093,2026-06-30 14:00:00,ISSUE,SKU006,B0064,L006,1,O00997,
M001094,D001094,2026-06-30 14:00:00,ISSUE,SKU006,B0036,L006,3,O00997,
M001095,D001095,2026-06-30 14:00:00,ISSUE,SKU012,B0067,L012,3,O00998,
M001096,D001096,2026-06-30 14:00:00,ISSUE,SKU014,B0044,L014,2,O00999,
M001097,D001097,2026-06-30 14:00:00,ISSUE,SKU027,B0057,L027,4,O01000,
M001098,D001098,2026-06-30 14:00:00,ISSUE,SKU001,B0059,L001,1,O01001,
M001099,D001099,2026-06-30 14:00:00,ISSUE,SKU002,B0060,L002,4,O01002,
M001100,D001100,2026-06-30 14:00:00,ISSUE,SKU003,B0061,L003,4,O01003,
M001101,D001101,2026-06-30 14:00:00,ISSUE,SKU005,B0063,L005,3,O01004,
M001102,D001102,2026-06-30 14:00:00,ISSUE,SKU006,B0006,L006,2,O01005,
M001103,D001103,2026-06-30 14:00:00,ISSUE,SKU009,B0065,L009,4,O01006,
M001104,D001104,2026-06-30 14:00:00,ISSUE,SKU014,B0044,L014,1,O01007,
M001105,D001105,2026-06-30 14:00:00,ISSUE,SKU019,B0071,L019,1,O01008,
M001106,D001106,2026-06-30 14:00:00,ISSUE,SKU020,B0090,L020,2,O01009,
M001107,D001107,2026-06-30 14:00:00,ISSUE,SKU025,B0055,L025,5,O01010,
M001108,D001108,2026-06-30 14:00:00,ISSUE,SKU026,B0026,L026,2,O01011,
M001109,D001109,2026-06-30 14:00:00,ISSUE,SKU001,B0059,L001,1,O01012,
M001110,D001110,2026-06-30 14:00:00,ISSUE,SKU002,B0060,L002,1,O01013,
M001111,D001111,2026-06-30 14:00:00,ISSUE,SKU004,B0083,L004,6,O01014,
M001112,D001112,2026-06-30 14:00:00,ISSUE,SKU006,B0006,L006,5,O01015,
M001113,D001113,2026-06-30 14:00:00,ISSUE,SKU012,B0067,L012,2,O01016,
M001114,D001114,2026-06-30 14:00:00,ISSUE,SKU013,B0043,L013,2,O01017,
M001115,D001115,2026-06-30 14:00:00,ISSUE,SKU022,B0052,L022,5,O01018,
M001116,D001116,2026-06-30 14:00:00,ISSUE,SKU027,B0057,L027,5,O01019,
M001117,D001117,2026-06-30 14:00:00,ISSUE,SKU001,B0059,L001,6,O01020,
M001118,D001118,2026-06-30 14:00:00,ISSUE,SKU002,B0060,L002,4,O01021,
M001119,D001119,2026-06-30 14:00:00,ISSUE,SKU003,B0061,L003,3,O01022,
M001120,D001120,2026-06-30 14:00:00,ISSUE,SKU003,B0082,L003,3,O01022,
M001121,D001121,2026-06-30 14:00:00,ISSUE,SKU005,B0063,L005,4,O01023,
M001122,D001122,2026-06-30 14:00:00,ISSUE,SKU006,B0006,L006,4,O01024,
M001123,D001123,2026-06-30 14:00:00,ISSUE,SKU007,B0037,L007,7,O01025,
M001124,D001124,2026-06-30 14:00:00,ISSUE,SKU014,B0044,L014,7,O01026,
M001125,D001125,2026-06-30 14:00:00,ISSUE,SKU020,B0090,L020,7,O01027,
M001126,D001126,2026-06-30 14:00:00,ISSUE,SKU026,B0026,L026,3,O01028,
M001127,D001127,2026-06-30 14:00:00,ISSUE,SKU001,B0059,L001,1,O01029,
M001128,D001128,2026-06-30 14:00:00,ISSUE,SKU008,B0038,L008,2,O01030,
M001129,D001129,2026-06-30 14:00:00,ISSUE,SKU009,B0065,L009,4,O01031,
M001130,D001130,2026-06-30 14:00:00,ISSUE,SKU011,B0011,L011,4,O01032,
M001131,D001131,2026-06-30 14:00:00,ISSUE,SKU014,B0044,L014,1,O01033,
M001132,D001132,2026-07-01 14:00:00,ISSUE,SKU001,B0059,L001,4,O01034,
M001133,D001133,2026-07-01 14:00:00,ISSUE,SKU002,B0060,L002,1,O01035,
M001134,D001134,2026-07-01 14:00:00,ISSUE,SKU006,B0006,L006,2,O01036,
M001135,D001135,2026-07-01 14:00:00,ISSUE,SKU007,B0037,L007,2,O01037,
M001136,D001136,2026-07-01 14:00:00,ISSUE,SKU008,B0038,L008,2,O01038,
M001137,D001137,2026-07-01 14:00:00,ISSUE,SKU013,B0043,L013,2,O01039,
M001138,D001138,2026-07-01 14:00:00,ISSUE,SKU021,B0051,L021,3,O01040,
M001139,D001139,2026-07-01 14:00:00,ISSUE,SKU027,B0057,L027,2,O01041,
M001140,D001140,2026-07-01 14:00:00,ISSUE,SKU001,B0059,L001,5,O01042,
M001141,D001141,2026-07-01 14:00:00,ISSUE,SKU002,B0060,L002,5,O01043,
M001142,D001142,2026-07-01 14:00:00,ISSUE,SKU003,B0082,L003,4,O01044,
M001143,D001143,2026-07-01 14:00:00,ISSUE,SKU004,B0083,L004,4,O01045,
M001144,D001144,2026-07-01 14:00:00,ISSUE,SKU006,B0006,L006,4,O01046,
M001145,D001145,2026-07-01 14:00:00,ISSUE,SKU007,B0037,L007,1,O01047,
M001146,D001146,2026-07-01 14:00:00,ISSUE,SKU009,B0065,L009,3,O01048,
M001147,D001147,2026-07-01 14:00:00,ISSUE,SKU011,B0011,L011,2,O01049,
M001148,D001148,2026-07-01 14:00:00,ISSUE,SKU017,B0088,L017,5,O01050,
M001149,D001149,2026-07-01 14:00:00,ISSUE,SKU018,B0089,L018,3,O01051,
M001150,D001150,2026-07-01 14:00:00,ISSUE,SKU021,B0051,L021,3,O01052,
M001151,D001151,2026-07-01 14:00:00,ISSUE,SKU001,B0059,L001,1,O01053,
M001152,D001152,2026-07-01 14:00:00,ISSUE,SKU002,B0060,L002,6,O01054,
M001153,D001153,2026-07-01 14:00:00,ISSUE,SKU003,B0082,L003,5,O01055,
M001154,D001154,2026-07-01 14:00:00,ISSUE,SKU006,B0006,L006,1,O01056,
M001155,D001155,2026-07-01 14:00:00,ISSUE,SKU006,B0085,L006,4,O01056,
M001156,D001156,2026-07-01 14:00:00,ISSUE,SKU007,B0037,L007,4,O01057,
M001157,D001157,2026-07-01 14:00:00,ISSUE,SKU008,B0038,L008,5,O01058,
M001158,D001158,2026-07-01 14:00:00,ISSUE,SKU016,B0046,L016,4,O01059,
M001159,D001159,2026-07-01 14:00:00,ISSUE,SKU017,B0088,L017,1,O01060,
M001160,D001160,2026-07-01 14:00:00,ISSUE,SKU018,B0089,L018,1,O01061,
M001161,D001161,2026-07-01 14:00:00,ISSUE,SKU019,B0071,L019,2,O01062,
M001162,D001162,2026-07-01 14:00:00,ISSUE,SKU023,B0053,L023,6,O01063,
M001163,D001163,2026-07-01 14:00:00,ISSUE,SKU024,B0054,L024,2,O01064,
M001164,D001164,2026-07-01 14:00:00,ISSUE,SKU027,B0057,L027,4,O01065,
M001165,D001165,2026-07-01 14:00:00,ISSUE,SKU002,B0060,L002,1,O01066,
M001166,D001166,2026-07-01 14:00:00,ISSUE,SKU003,B0082,L003,6,O01067,
M001167,D001167,2026-07-01 14:00:00,ISSUE,SKU004,B0083,L004,1,O01068,
M001168,D001168,2026-07-01 14:00:00,ISSUE,SKU006,B0085,L006,6,O01069,
M001169,D001169,2026-07-01 14:00:00,ISSUE,SKU013,B0043,L013,1,O01070,
M001170,D001170,2026-07-01 14:00:00,ISSUE,SKU017,B0088,L017,3,O01071,
M001171,D001171,2026-07-01 14:00:00,ISSUE,SKU019,B0071,L019,1,O01072,
M001172,D001172,2026-07-01 14:00:00,ISSUE,SKU020,B0090,L020,6,O01073,
M001173,D001173,2026-07-01 14:00:00,ISSUE,SKU021,B0051,L021,7,O01074,
M001174,D001174,2026-07-01 14:00:00,ISSUE,SKU022,B0052,L022,7,O01075,
M001175,D001175,2026-07-01 14:00:00,ISSUE,SKU001,B0059,L001,4,O01076,
M001176,D001176,2026-07-01 14:00:00,ISSUE,SKU003,B0082,L003,3,O01077,
M001177,D001177,2026-07-01 14:00:00,ISSUE,SKU004,B0083,L004,1,O01078,
M001178,D001178,2026-07-01 14:00:00,ISSUE,SKU005,B0063,L005,3,O01079,
M001179,D001179,2026-07-01 14:00:00,ISSUE,SKU006,B0085,L006,1,O01080,
M001180,D001180,2026-07-01 14:00:00,ISSUE,SKU009,B0065,L009,3,O01081,
M001181,D001181,2026-07-01 14:00:00,ISSUE,SKU011,B0011,L011,4,O01082,
M001182,D001182,2026-07-01 14:00:00,ISSUE,SKU013,B0043,L013,4,O01083,
M001183,D001183,2026-07-01 14:00:00,ISSUE,SKU017,B0088,L017,4,O01084,
M001184,D001184,2026-07-01 14:00:00,ISSUE,SKU021,B0051,L021,4,O01085,
M001185,D001185,2026-07-01 14:00:00,ISSUE,SKU025,B0055,L025,1,O01086,
M001186,D001186,2026-07-02 14:00:00,ISSUE,SKU001,B0059,L001,2,O01087,
M001187,D001187,2026-07-02 14:00:00,ISSUE,SKU002,B0060,L002,4,O01088,
M001188,D001188,2026-07-02 14:00:00,ISSUE,SKU003,B0082,L003,2,O01089,
M001189,D001189,2026-07-02 14:00:00,ISSUE,SKU004,B0083,L004,1,O01090,
M001190,D001190,2026-07-02 14:00:00,ISSUE,SKU005,B0063,L005,2,O01091,
M001191,D001191,2026-07-02 14:00:00,ISSUE,SKU005,B0035,L005,1,O01091,
M001192,D001192,2026-07-02 14:00:00,ISSUE,SKU006,B0085,L006,2,O01092,
M001193,D001193,2026-07-02 14:00:00,ISSUE,SKU007,B0037,L007,3,O01093,
M001194,D001194,2026-07-02 14:00:00,ISSUE,SKU009,B0065,L009,2,O01094,
M001195,D001195,2026-07-02 14:00:00,ISSUE,SKU011,B0011,L011,2,O01095,
M001196,D001196,2026-07-02 14:00:00,ISSUE,SKU013,B0043,L013,2,O01096,
M001197,D001197,2026-07-02 14:00:00,ISSUE,SKU016,B0046,L016,2,O01097,
M001198,D001198,2026-07-02 14:00:00,ISSUE,SKU017,B0088,L017,1,O01098,
M001199,D001199,2026-07-02 14:00:00,ISSUE,SKU024,B0054,L024,1,O01099,
M001200,D001200,2026-07-02 14:00:00,ISSUE,SKU026,B0026,L026,4,O01100,
M001201,D001201,2026-07-02 14:00:00,ISSUE,SKU003,B0082,L003,4,O01101,
M001202,D001202,2026-07-02 14:00:00,ISSUE,SKU005,B0035,L005,1,O01102,
M001203,D001203,2026-07-02 14:00:00,ISSUE,SKU006,B0085,L006,5,O01103,
M001204,D001204,2026-07-02 14:00:00,ISSUE,SKU009,B0065,L009,2,O01104,
M001205,D001205,2026-07-02 14:00:00,ISSUE,SKU012,B0067,L012,5,O01105,
M001206,D001206,2026-07-02 14:00:00,ISSUE,SKU014,B0044,L014,3,O01106,
M001207,D001207,2026-07-02 14:00:00,ISSUE,SKU015,B0045,L015,5,O01107,
M001208,D001208,2026-07-02 14:00:00,ISSUE,SKU026,B0026,L026,1,O01108,
M001209,D001209,2026-07-02 14:00:00,ISSUE,SKU002,B0060,L002,2,O01109,
M001210,D001210,2026-07-02 14:00:00,ISSUE,SKU003,B0082,L003,2,O01110,
M001211,D001211,2026-07-02 14:00:00,ISSUE,SKU004,B0083,L004,6,O01111,
M001212,D001212,2026-07-02 14:00:00,ISSUE,SKU005,B0035,L005,4,O01112,
M001213,D001213,2026-07-02 14:00:00,ISSUE,SKU006,B0085,L006,5,O01113,
M001214,D001214,2026-07-02 14:00:00,ISSUE,SKU007,B0037,L007,4,O01114,
M001215,D001215,2026-07-02 14:00:00,ISSUE,SKU013,B0043,L013,5,O01115,
M001216,D001216,2026-07-02 14:00:00,ISSUE,SKU018,B0089,L018,1,O01116,
M001217,D001217,2026-07-02 14:00:00,ISSUE,SKU019,B0071,L019,2,O01117,
M001218,D001218,2026-07-02 14:00:00,ISSUE,SKU028,B0058,L028,4,O01118,
M001219,D001219,2026-07-02 14:00:00,ISSUE,SKU001,B0059,L001,3,O01119,
M001220,D001220,2026-07-02 14:00:00,ISSUE,SKU002,B0060,L002,1,O01120,
M001221,D001221,2026-07-02 14:00:00,ISSUE,SKU003,B0082,L003,6,O01121,
M001222,D001222,2026-07-02 14:00:00,ISSUE,SKU005,B0035,L005,3,O01122,
M001223,D001223,2026-07-02 14:00:00,ISSUE,SKU017,B0088,L017,1,O01123,
M001224,D001224,2026-07-02 14:00:00,ISSUE,SKU020,B0090,L020,6,O01124,
M001225,D001225,2026-07-02 14:00:00,ISSUE,SKU021,B0051,L021,1,O01125,
M001226,D001226,2026-07-02 14:00:00,ISSUE,SKU028,B0058,L028,1,O01126,
M001227,D001227,2026-07-02 14:00:00,ISSUE,SKU001,B0059,L001,4,O01127,
M001228,D001228,2026-07-02 14:00:00,ISSUE,SKU002,B0060,L002,4,O01128,
M001229,D001229,2026-07-02 14:00:00,ISSUE,SKU004,B0083,L004,4,O01129,
M001230,D001230,2026-07-02 14:00:00,ISSUE,SKU006,B0085,L006,4,O01130,
M001231,D001231,2026-07-02 14:00:00,ISSUE,SKU007,B0037,L007,2,O01131,
M001232,D001232,2026-07-02 14:00:00,ISSUE,SKU008,B0038,L008,3,O01132,
M001233,D001233,2026-07-02 14:00:00,ISSUE,SKU011,B0011,L011,4,O01133,
M001234,D001234,2026-07-02 14:00:00,ISSUE,SKU014,B0044,L014,4,O01134,
M001235,D001235,2026-07-02 14:00:00,ISSUE,SKU019,B0071,L019,4,O01135,
M001236,D001236,2026-07-02 14:00:00,ISSUE,SKU023,B0053,L023,3,O01136,
M001237,D001237,2026-07-02 14:00:00,ISSUE,SKU024,B0054,L024,2,O01137,
