order_line_id,order_id,order_time,store_id,sku,requested_qty,promised_ship_time,actual_ship_time
O00591,ORD012S3,2026-06-21 10:00:00,S3,SKU001,2,2026-06-21 18:00:00,2026-06-21 14:00:00
O00592,ORD012S3,2026-06-21 10:00:00,S3,SKU002,8,2026-06-21 18:00:00,2026-06-21 14:00:00
O00593,ORD012S3,2026-06-21 10:00:00,S3,SKU003,6,2026-06-21 18:00:00,
O00594,ORD012S3,2026-06-21 10:00:00,S3,SKU005,8,2026-06-21 18:00:00,2026-06-21 14:00:00
O00595,ORD012S3,2026-06-21 10:00:00,S3,SKU006,6,2026-06-21 18:00:00,2026-06-21 14:00:00
O00596,ORD012S3,2026-06-21 10:00:00,S3,SKU011,8,2026-06-21 18:00:00,2026-06-21 14:00:00
O00597,ORD012S3,2026-06-21 10:00:00,S3,SKU013,3,2026-06-21 18:00:00,2026-06-21 14:00:00
O00598,ORD012S3,2026-06-21 10:00:00,S3,SKU018,6,2026-06-21 18:00:00,2026-06-21 14:00:00
O00599,ORD012S3,2026-06-21 10:00:00,S3,SKU019,5,2026-06-21 18:00:00,2026-06-21 14:00:00
O00600,ORD012S3,2026-06-21 10:00:00,S3,SKU021,6,2026-06-21 18:00:00,2026-06-21 14:00:00
O00601,ORD012S3,2026-06-21 10:00:00,S3,SKU022,8,2026-06-21 18:00:00,2026-06-21 14:00:00
O00602,ORD012S3,2026-06-21 10:00:00,S3,SKU024,6,2026-06-21 18:00:00,2026-06-21 14:00:00
O00603,ORD012S3,2026-06-21 10:00:00,S3,SKU025,8,2026-06-21 18:00:00,2026-06-21 14:00:00
O00604,ORD012S3,2026-06-21 10:00:00,S3,SKU027,3,2026-06-21 18:00:00,2026-06-21 14:00:00
O00605,ORD012S4,2026-06-21 10:00:00,S4,SKU001,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00606,ORD012S4,2026-06-21 10:00:00,S4,SKU004,5,2026-06-21 18:00:00,
O00607,ORD012S4,2026-06-21 10:00:00,S4,SKU005,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00608,ORD012S4,2026-06-21 10:00:00,S4,SKU007,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00609,ORD012S4,2026-06-21 10:00:00,S4,SKU016,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00610,ORD012S4,2026-06-21 10:00:00,S4,SKU017,2,2026-06-21 18:00:00,2026-06-21 14:00:00
O00611,ORD012S4,2026-06-21 10:00:00,S4,SKU024,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00612,ORD012S5,2026-06-21 10:00:00,S5,SKU001,1,2026-06-21 18:00:00,2026-06-21 14:00:00
O00613,ORD012S5,2026-06-21 10:00:00,S5,SKU002,6,2026-06-21 18:00:00,2026-06-21 14:00:00
O00614,ORD012S5,2026-06-21 10:00:00,S5,SKU003,5,2026-06-21 18:00:00,
O00615,ORD012S5,2026-06-21 10:00:00,S5,SKU008,5,2026-06-21 18:00:00,2026-06-21 14:00:00
O00616,ORD012S5,2026-06-21 10:00:00,S5,SKU014,5,2026-06-21 18:00:00,2026-06-21 14:00:00
O00617,ORD012S5,2026-06-21 10:00:00,S5,SKU017,4,2026-06-21 18:00:00,2026-06-21 14:00:00
O00618,ORD012S5,2026-06-21 10:00:00,S5,SKU020,1,2026-06-21 18:00:00,2026-06-21 14:00:00
O00619,ORD012S5,2026-06-21 10:00:00,S5,SKU022,5,2026-06-21 18:00:00,2026-06-21 14:00:00
O00620,ORD012S5,2026-06-21 10:00:00,S5,SKU024,5,2026-06-21 18:00:00,2026-06-21 14:00:00
O00621,ORD013S1,2026-06-22 10:00:00,S1,SKU003,2,2026-06-22 18:00:00,
O00622,ORD013S1,2026-06-22 10:00:00,S1,SKU004,2,2026-06-22 18:00:00,
O00623,ORD013S1,2026-06-22 10:00:00,S1,SKU006,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00624,ORD013S1,2026-06-22 10:00:00,S1,SKU014,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00625,ORD013S1,2026-06-22 10:00:00,S1,SKU016,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00626,ORD013S1,2026-06-22 10:00:00,S1,SKU024,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00627,ORD013S1,2026-06-22 10:00:00,S1,SKU025,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00628,ORD013S2,2026-06-22 10:00:00,S2,SKU002,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00629,ORD013S2,2026-06-22 10:00:00,S2,SKU006,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00630,ORD013S2,2026-06-22 10:00:00,S2,SKU014,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00631,ORD013S2,2026-06-22 10:00:00,S2,SKU020,5,2026-06-22 18:00:00,2026-06-22 14:00:00
O00632,ORD013S2,2026-06-22 10:00:00,S2,SKU025,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00633,ORD013S2,2026-06-22 10:00:00,S2,SKU026,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00634,ORD013S3,2026-06-22 10:00:00,S3,SKU002,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00635,ORD013S3,2026-06-22 10:00:00,S3,SKU004,4,2026-06-22 18:00:00,
O00636,ORD013S3,2026-06-22 10:00:00,S3,SKU005,6,2026-06-22 18:00:00,2026-06-22 14:00:00
O00637,ORD013S3,2026-06-22 10:00:00,S3,SKU006,5,2026-06-22 18:00:00,2026-06-22 14:00:00
O00638,ORD013S3,2026-06-22 10:00:00,S3,SKU009,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00639,ORD013S3,2026-06-22 10:00:00,S3,SKU012,6,2026-06-22 18:00:00,2026-06-22 14:00:00
O00640,ORD013S3,2026-06-22 10:00:00,S3,SKU015,2,2026-06-22 18:00:00,2026-06-22 14:00:00
O00641,ORD013S3,2026-06-22 10:00:00,S3,SKU022,6,2026-06-22 18:00:00,2026-06-22 14:00:00
O00642,ORD013S3,2026-06-22 10:00:00,S3,SKU023,6,2026-06-22 18:00:00,2026-06-22 14:00:00
O00643,ORD013S3,2026-06-22 10:00:00,S3,SKU025,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00644,ORD013S4,2026-06-22 10:00:00,S4,SKU002,7,2026-06-22 18:00:00,2026-06-22 14:00:00
O00645,ORD013S4,2026-06-22 10:00:00,S4,SKU004,7,2026-06-22 18:00:00,
O00646,ORD013S4,2026-06-22 10:00:00,S4,SKU005,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00647,ORD013S4,2026-06-22 10:00:00,S4,SKU006,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00648,ORD013S4,2026-06-22 10:00:00,S4,SKU007,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00649,ORD013S4,2026-06-22 10:00:00,S4,SKU012,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00650,ORD013S4,2026-06-22 10:00:00,S4,SKU023,6,2026-06-22 18:00:00,2026-06-22 14:00:00
O00651,ORD013S5,2026-06-22 10:00:00,S5,SKU003,4,2026-06-22 18:00:00,
O00652,ORD013S5,2026-06-22 10:00:00,S5,SKU004,4,2026-06-22 18:00:00,
O00653,ORD013S5,2026-06-22 10:00:00,S5,SKU005,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00654,ORD013S5,2026-06-22 10:00:00,S5,SKU006,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00655,ORD013S5,2026-06-22 10:00:00,S5,SKU008,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00656,ORD013S5,2026-06-22 10:00:00,S5,SKU011,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00657,ORD013S5,2026-06-22 10:00:00,S5,SKU012,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00658,ORD013S5,2026-06-22 10:00:00,S5,SKU019,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00659,ORD013S5,2026-06-22 10:00:00,S5,SKU021,3,2026-06-22 18:00:00,2026-06-22 14:00:00
O00660,ORD013S5,2026-06-22 10:00:00,S5,SKU027,1,2026-06-22 18:00:00,2026-06-22 14:00:00
O00661,ORD013S5,2026-06-22 10:00:00,S5,SKU028,4,2026-06-22 18:00:00,2026-06-22 14:00:00
O00662,ORD014S1,2026-06-23 10:00:00,S1,SKU002,3,2026-06-23 18:00:00,2026-06-23 14:00:00
O00663,ORD014S1,2026-06-23 10:00:00,S1,SKU004,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00664,ORD014S1,2026-06-23 10:00:00,S1,SKU006,3,2026-06-23 18:00:00,2026-06-23 14:00:00
O00665,ORD014S1,2026-06-23 10:00:00,S1,SKU007,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00666,ORD014S1,2026-06-23 10:00:00,S1,SKU008,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00667,ORD014S1,2026-06-23 10:00:00,S1,SKU011,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00668,ORD014S1,2026-06-23 10:00:00,S1,SKU014,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00669,ORD014S1,2026-06-23 10:00:00,S1,SKU016,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00670,ORD014S1,2026-06-23 10:00:00,S1,SKU018,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00671,ORD014S1,2026-06-23 10:00:00,S1,SKU023,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00672,ORD014S1,2026-06-23 10:00:00,S1,SKU025,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00673,ORD014S2,2026-06-23 10:00:00,S2,SKU001,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00674,ORD014S2,2026-06-23 10:00:00,S2,SKU002,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00675,ORD014S2,2026-06-23 10:00:00,S2,SKU003,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00676,ORD014S2,2026-06-23 10:00:00,S2,SKU004,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00677,ORD014S2,2026-06-23 10:00:00,S2,SKU005,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00678,ORD014S2,2026-06-23 10:00:00,S2,SKU009,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00679,ORD014S2,2026-06-23 10:00:00,S2,SKU011,3,2026-06-23 18:00:00,2026-06-23 14:00:00
O00680,ORD014S2,2026-06-23 10:00:00,S2,SKU021,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00681,ORD014S2,2026-06-23 10:00:00,S2,SKU024,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00682,ORD014S3,2026-06-23 10:00:00,S3,SKU001,6,2026-06-23 18:00:00,2026-06-23 14:00:00
O00683,ORD014S3,2026-06-23 10:00:00,S3,SKU002,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00684,ORD014S3,2026-06-23 10:00:00,S3,SKU003,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00685,ORD014S3,2026-06-23 10:00:00,S3,SKU005,6,2026-06-23 18:00:00,2026-06-23 14:00:00
O00686,ORD014S3,2026-06-23 10:00:00,S3,SKU011,5,2026-06-23 18:00:00,2026-06-23 14:00:00
O00687,ORD014S3,2026-06-23 10:00:00,S3,SKU015,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00688,ORD014S3,2026-06-23 10:00:00,S3,SKU019,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00689,ORD014S3,2026-06-23 10:00:00,S3,SKU025,6,2026-06-23 18:00:00,2026-06-23 14:00:00
O00690,ORD014S3,2026-06-23 10:00:00,S3,SKU028,6,2026-06-23 18:00:00,2026-06-23 14:00:00
O00691,ORD014S4,2026-06-23 10:00:00,S4,SKU002,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00692,ORD014S4,2026-06-23 10:00:00,S4,SKU005,3,2026-06-23 18:00:00,2026-06-23 14:00:00
O00693,ORD014S4,2026-06-23 10:00:00,S4,SKU006,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00694,ORD014S4,2026-06-23 10:00:00,S4,SKU009,7,2026-06-23 18:00:00,2026-06-23 14:00:00
O00695,ORD014S4,2026-06-23 10:00:00,S4,SKU011,6,2026-06-23 18:00:00,2026-06-23 14:00:00
O00696,ORD014S4,2026-06-23 10:00:00,S4,SKU012,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00697,ORD014S4,2026-06-23 10:00:00,S4,SKU022,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00698,ORD014S4,2026-06-23 10:00:00,S4,SKU026,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00699,ORD014S4,2026-06-23 10:00:00,S4,SKU028,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00700,ORD014S5,2026-06-23 10:00:00,S5,SKU001,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00701,ORD014S5,2026-06-23 10:00:00,S5,SKU002,3,2026-06-23 18:00:00,2026-06-23 14:00:00
O00702,ORD014S5,2026-06-23 10:00:00,S5,SKU005,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00703,ORD014S5,2026-06-23 10:00:00,S5,SKU008,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00704,ORD014S5,2026-06-23 10:00:00,S5,SKU015,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00705,ORD014S5,2026-06-23 10:00:00,S5,SKU020,4,2026-06-23 18:00:00,2026-06-23 14:00:00
O00706,ORD014S5,2026-06-23 10:00:00,S5,SKU024,1,2026-06-23 18:00:00,2026-06-23 14:00:00
O00707,ORD014S5,2026-06-23 10:00:00,S5,SKU028,2,2026-06-23 18:00:00,2026-06-23 14:00:00
O00708,ORD015S1,2026-06-24 10:00:00,S1,SKU003,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00709,ORD015S1,2026-06-24 10:00:00,S1,SKU004,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00710,ORD015S1,2026-06-24 10:00:00,S1,SKU005,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00711,ORD015S1,2026-06-24 10:00:00,S1,SKU006,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00712,ORD015S1,2026-06-24 10:00:00,S1,SKU007,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00713,ORD015S1,2026-06-24 10:00:00,S1,SKU012,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00714,ORD015S1,2026-06-24 10:00:00,S1,SKU018,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00715,ORD015S1,2026-06-24 10:00:00,S1,SKU021,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00716,ORD015S1,2026-06-24 10:00:00,S1,SKU022,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00717,ORD015S1,2026-06-24 10:00:00,S1,SKU025,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00718,ORD015S2,2026-06-24 10:00:00,S2,SKU002,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00719,ORD015S2,2026-06-24 10:00:00,S2,SKU004,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00720,ORD015S2,2026-06-24 10:00:00,S2,SKU006,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00721,ORD015S2,2026-06-24 10:00:00,S2,SKU016,5,2026-06-24 18:00:00,2026-06-24 14:00:00
O00722,ORD015S2,2026-06-24 10:00:00,S2,SKU017,5,2026-06-24 18:00:00,2026-06-24 14:00:00
O00723,ORD015S2,2026-06-24 10:00:00,S2,SKU018,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00724,ORD015S3,2026-06-24 10:00:00,S3,SKU002,6,2026-06-24 18:00:00,2026-06-24 14:00:00
O00725,ORD015S3,2026-06-24 10:00:00,S3,SKU003,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00726,ORD015S3,2026-06-24 10:00:00,S3,SKU005,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00727,ORD015S3,2026-06-24 10:00:00,S3,SKU006,5,2026-06-24 18:00:00,2026-06-24 14:00:00
O00728,ORD015S3,2026-06-24 10:00:00,S3,SKU008,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00729,ORD015S3,2026-06-24 10:00:00,S3,SKU011,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00730,ORD015S3,2026-06-24 10:00:00,S3,SKU016,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00731,ORD015S3,2026-06-24 10:00:00,S3,SKU019,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00732,ORD015S3,2026-06-24 10:00:00,S3,SKU020,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00733,ORD015S3,2026-06-24 10:00:00,S3,SKU024,6,2026-06-24 18:00:00,2026-06-24 14:00:00
O00734,ORD015S3,2026-06-24 10:00:00,S3,SKU027,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00735,ORD015S4,2026-06-24 10:00:00,S4,SKU001,7,2026-06-24 18:00:00,2026-06-24 14:00:00
O00736,ORD015S4,2026-06-24 10:00:00,S4,SKU002,7,2026-06-24 18:00:00,2026-06-24 14:00:00
O00737,ORD015S4,2026-06-24 10:00:00,S4,SKU003,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00738,ORD015S4,2026-06-24 10:00:00,S4,SKU005,7,2026-06-24 18:00:00,2026-06-24 14:00:00
O00739,ORD015S4,2026-06-24 10:00:00,S4,SKU006,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00740,ORD015S4,2026-06-24 10:00:00,S4,SKU007,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00741,ORD015S4,2026-06-24 10:00:00,S4,SKU009,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00742,ORD015S4,2026-06-24 10:00:00,S4,SKU011,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00743,ORD015S4,2026-06-24 10:00:00,S4,SKU013,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00744,ORD015S4,2026-06-24 10:00:00,S4,SKU014,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00745,ORD015S4,2026-06-24 10:00:00,S4,SKU021,6,2026-06-24 18:00:00,2026-06-24 14:00:00
O00746,ORD015S4,2026-06-24 10:00:00,S4,SKU028,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00747,ORD015S5,2026-06-24 10:00:00,S5,SKU001,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00748,ORD015S5,2026-06-24 10:00:00,S5,SKU003,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00749,ORD015S5,2026-06-24 10:00:00,S5,SKU004,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00750,ORD015S5,2026-06-24 10:00:00,S5,SKU006,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00751,ORD015S5,2026-06-24 10:00:00,S5,SKU015,1,2026-06-24 18:00:00,2026-06-24 14:00:00
O00752,ORD015S5,2026-06-24 10:00:00,S5,SKU017,3,2026-06-24 18:00:00,2026-06-24 14:00:00
O00753,ORD015S5,2026-06-24 10:00:00,S5,SKU018,2,2026-06-24 18:00:00,2026-06-24 14:00:00
O00754,ORD015S5,2026-06-24 10:00:00,S5,SKU021,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00755,ORD015S5,2026-06-24 10:00:00,S5,SKU022,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00756,ORD015S5,2026-06-24 10:00:00,S5,SKU026,4,2026-06-24 18:00:00,2026-06-24 14:00:00
O00757,ORD016S1,2026-06-25 10:00:00,S1,SKU002,1,2026-06-25 18:00:00,2026-06-25 14:00:00
O00758,ORD016S1,2026-06-25 10:00:00,S1,SKU003,1,2026-06-25 18:00:00,2026-06-25 14:00:00
O00759,ORD016S1,2026-06-25 10:00:00,S1,SKU004,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00760,ORD016S1,2026-06-25 10:00:00,S1,SKU005,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00761,ORD016S1,2026-06-25 10:00:00,S1,SKU006,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00762,ORD016S1,2026-06-25 10:00:00,S1,SKU011,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00763,ORD016S1,2026-06-25 10:00:00,S1,SKU014,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00764,ORD016S1,2026-06-25 10:00:00,S1,SKU015,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00765,ORD016S1,2026-06-25 10:00:00,S1,SKU016,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00766,ORD016S1,2026-06-25 10:00:00,S1,SKU018,1,2026-06-25 18:00:00,2026-06-25 14:00:00
O00767,ORD016S1,2026-06-25 10:00:00,S1,SKU020,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00768,ORD016S1,2026-06-25 10:00:00,S1,SKU022,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00769,ORD016S1,2026-06-25 10:00:00,S1,SKU024,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00770,ORD016S1,2026-06-25 10:00:00,S1,SKU027,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00771,ORD016S2,2026-06-25 10:00:00,S2,SKU001,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00772,ORD016S2,2026-06-25 10:00:00,S2,SKU004,5,2026-06-25 18:00:00,2026-06-25 14:00:00
O00773,ORD016S2,2026-06-25 10:00:00,S2,SKU013,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00774,ORD016S2,2026-06-25 10:00:00,S2,SKU014,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00775,ORD016S2,2026-06-25 10:00:00,S2,SKU015,5,2026-06-25 18:00:00,2026-06-25 14:00:00
O00776,ORD016S2,2026-06-25 10:00:00,S2,SKU017,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00777,ORD016S2,2026-06-25 10:00:00,S2,SKU020,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00778,ORD016S2,2026-06-25 10:00:00,S2,SKU021,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00779,ORD016S3,2026-06-25 10:00:00,S3,SKU001,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00780,ORD016S3,2026-06-25 10:00:00,S3,SKU002,6,2026-06-25 18:00:00,2026-06-25 14:00:00
O00781,ORD016S3,2026-06-25 10:00:00,S3,SKU014,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00782,ORD016S3,2026-06-25 10:00:00,S3,SKU016,6,2026-06-25 18:00:00,2026-06-25 14:00:00
O00783,ORD016S3,2026-06-25 10:00:00,S3,SKU019,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00784,ORD016S3,2026-06-25 10:00:00,S3,SKU024,5,2026-06-25 18:00:00,2026-06-25 14:00:00
O00785,ORD016S3,2026-06-25 10:00:00,S3,SKU025,6,2026-06-25 18:00:00,2026-06-25 14:00:00
O00786,ORD016S4,2026-06-25 10:00:00,S4,SKU002,7,2026-06-25 18:00:00,2026-06-25 14:00:00
O00787,ORD016S4,2026-06-25 10:00:00,S4,SKU005,1,2026-06-25 18:00:00,2026-06-25 14:00:00
O00788,ORD016S4,2026-06-25 10:00:00,S4,SKU013,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00789,ORD016S4,2026-06-25 10:00:00,S4,SKU017,6,2026-06-25 18:00:00,2026-06-25 14:00:00
O00790,ORD016S4,2026-06-25 10:00:00,S4,SKU027,6,2026-06-25 18:00:00,2026-06-25 14:00:00
O00791,ORD016S5,2026-06-25 10:00:00,S5,SKU002,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00792,ORD016S5,2026-06-25 10:00:00,S5,SKU003,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00793,ORD016S5,2026-06-25 10:00:00,S5,SKU004,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00794,ORD016S5,2026-06-25 10:00:00,S5,SKU005,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00795,ORD016S5,2026-06-25 10:00:00,S5,SKU008,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00796,ORD016S5,2026-06-25 10:00:00,S5,SKU009,2,2026-06-25 18:00:00,2026-06-25 14:00:00
O00797,ORD016S5,2026-06-25 10:00:00,S5,SKU011,1,2026-06-25 18:00:00,2026-06-25 14:00:00
O00798,ORD016S5,2026-06-25 10:00:00,S5,SKU019,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00799,ORD016S5,2026-06-25 10:00:00,S5,SKU020,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00800,ORD016S5,2026-06-25 10:00:00,S5,SKU027,4,2026-06-25 18:00:00,2026-06-25 14:00:00
O00801,ORD016S5,2026-06-25 10:00:00,S5,SKU028,3,2026-06-25 18:00:00,2026-06-25 14:00:00
O00802,ORD017S1,2026-06-26 10:00:00,S1,SKU004,2,2026-06-26 18:00:00,2026-06-26 14:00:00
O00803,ORD017S1,2026-06-26 10:00:00,S1,SKU005,3,2026-06-26 18:00:00,2026-06-26 14:00:00
O00804,ORD017S1,2026-06-26 10:00:00,S1,SKU006,2,2026-06-26 18:00:00,2026-06-26 14:00:00
O00805,ORD017S1,2026-06-26 10:00:00,S1,SKU012,4,2026-06-26 18:00:00,2026-06-26 14:00:00
O00806,ORD017S1,2026-06-26 10:00:00,S1,SKU017,2,2026-06-26 18:00:00,2026-06-26 14:00:00
O00807,ORD017S1,2026-06-26 10:00:00,S1,SKU019,3,2026-06-26 18:00:00,2026-06-26 14:00:00
O00808,ORD017S2,2026-06-26 10:00:00,S2,SKU001,5,2026-06-26 18:00:00,2026-06-26 14:00:00
O00809,ORD017S2,2026-06-26 10:00:00,S2,SKU002,5,2026-06-26 18:00:00,2026-06-26 14:00:00
O00810,ORD017S2,2026-06-26 10:00:00,S2,SKU003,1,2026-06-26 18:00:00,2026-06-26 14:00:00
O00811,ORD017S2,2026-06-26 10:00:00,S2,SKU011,3,2026-06-26 18:00:00,2026-06-26 14:00:00
O00812,ORD017S2,2026-06-26 10:00:00,S2,SKU013,2,2026-06-26 18:00:00,2026-06-26 14:00:00
O00813,ORD017S2,2026-06-26 10:00:00,S2,SKU014,1,2026-06-26 18:00:00,2026-06-26 14:00:00
O00814,ORD017S2,2026-06-26 10:00:00,S2,SKU015,3,2026-06-26 18:00:00,2026-06-26 14:00:00
O00815,ORD017S2,2026-06-26 10:00:00,S2,SKU016,1,2026-06-26 18:00:00,2026-06-26 14:00:00
O00816,ORD017S2,2026-06-26 10:00:00,S2,SKU018,5,2026-06-26 18:00:00,2026-06-26 14:00:00
O00817,ORD017S2,2026-06-26 10:00:00,S2,SKU024,1,2026-06-26 18:00:00,2026-06-26 14:00:00
O00818,ORD017S2,2026-06-26 10:00:00,S2,SKU028,1,2026-06-26 18:00:00,2026-06-26 14:00:00
O00819,ORD017S3,2026-06-26 10:00:00,S3,SKU001,6,2026-06-26 18:00:00,2026-06-26 14:00:00
O00820,ORD017S3,2026-06-26 10:00:00,S3,SKU002,2,2026-06-26 18:00:00,2026-06-26 14:00:00
O00821,ORD017S3,2026-06-26 10:00:00,S3,SKU003,4,2026-06-26 18:00:00,2026-06-26 14:00:00
O00822,ORD017S3,2026-06-26 10:00:00,S3,SKU004,4,2026-06-26 18:00:00,2026-06-26 14:00:00
O00823,ORD017S3,2026-06-26 10:00:00,S3,SKU005,6,2026-06-26 18:00:00,2026-06-26 14:00:00
O00824,ORD017S3,2026-06-26 10:00:00,S3,SKU008,1,2026-06-26 18:00:00,2026-06-26 14:00:00
