date,sku,closing_qty
2026-07-12,SKU009,120
2026-07-12,SKU010,166
2026-07-12,SKU011,135
2026-07-12,SKU012,145
2026-07-12,SKU013,87
2026-07-12,SKU014,146
2026-07-12,SKU015,88
2026-07-12,SKU016,137
2026-07-12,SKU017,121
2026-07-12,SKU018,108
2026-07-12,SKU019,98
2026-07-12,SKU020,129
2026-07-12,SKU021,150
2026-07-12,SKU022,91
2026-07-12,SKU023,109
2026-07-12,SKU024,156
2026-07-12,SKU025,133
2026-07-12,SKU026,120
2026-07-12,SKU027,122
2026-07-12,SKU028,81
2026-07-12,SKU029,239
2026-07-12,SKU030,240
2026-07-13,SKU001,20
2026-07-13,SKU002,67
2026-07-13,SKU003,5
2026-07-13,SKU004,47
2026-07-13,SKU005,57
2026-07-13,SKU006,77
2026-07-13,SKU007,71
2026-07-13,SKU008,119
2026-07-13,SKU009,116
2026-07-13,SKU010,166
2026-07-13,SKU011,125
2026-07-13,SKU012,141
2026-07-13,SKU013,83
2026-07-13,SKU014,141
2026-07-13,SKU015,87
2026-07-13,SKU016,137
2026-07-13,SKU017,121
2026-07-13,SKU018,104
2026-07-13,SKU019,95
2026-07-13,SKU020,127
2026-07-13,SKU021,147
2026-07-13,SKU022,91
2026-07-13,SKU023,105
2026-07-13,SKU024,148
2026-07-13,SKU025,130
2026-07-13,SKU026,120
2026-07-13,SKU027,120
2026-07-13,SKU028,74
2026-07-13,SKU029,239
2026-07-13,SKU030,240
2026-07-14,SKU001,12
2026-07-14,SKU002,154
2026-07-14,SKU003,61
2026-07-14,SKU004,122
2026-07-14,SKU005,147
2026-07-14,SKU006,146
2026-07-14,SKU007,129
2026-07-14,SKU008,115
2026-07-14,SKU009,116
2026-07-14,SKU010,166
2026-07-14,SKU011,125
2026-07-14,SKU012,134
2026-07-14,SKU013,153
2026-07-14,SKU014,141
2026-07-14,SKU015,161
2026-07-14,SKU016,137
2026-07-14,SKU017,119
2026-07-14,SKU018,180
2026-07-14,SKU019,157
2026-07-14,SKU020,126
2026-07-14,SKU021,135
2026-07-14,SKU022,179
2026-07-14,SKU023,175
2026-07-14,SKU024,140
2026-07-14,SKU025,123
2026-07-14,SKU026,120
2026-07-14,SKU027,115
2026-07-14,SKU028,138
2026-07-14,SKU029,239
2026-07-14,SKU030,240
2026-07-15,SKU001,0
2026-07-15,SKU002,142
2026-07-15,SKU003,45
2026-07-15,SKU004,122
2026-07-15,SKU005,132
2026-07-15,SKU006,126
2026-07-15,SKU007,126
2026-07-15,SKU008,115
2026-07-15,SKU009,115
2026-07-15,SKU010,166
2026-07-15,SKU011,121
2026-07-15,SKU012,132
2026-07-15,SKU013,149
2026-07-15,SKU014,139
2026-07-15,SKU015,155
2026-07-15,SKU016,126
2026-07-15,SKU017,119
2026-07-15,SKU018,176
2026-07-15,SKU019,146
2026-07-15,SKU020,126
2026-07-15,SKU021,126
2026-07-15,SKU022,179
2026-07-15,SKU023,175
2026-07-15,SKU024,133
2026-07-15,SKU025,119
2026-07-15,SKU026,115
2026-07-15,SKU027,108
2026-07-15,SKU028,137
2026-07-15,SKU029,239
2026-07-15,SKU030,240
2026-07-16,SKU001,0
2026-07-16,SKU002,132
2026-07-16,SKU003,37
2026-07-16,SKU004,117
2026-07-16,SKU005,131
2026-07-16,SKU006,110
2026-07-16,SKU007,119
2026-07-16,SKU008,109
2026-07-16,SKU009,100
2026-07-16,SKU010,166
2026-07-16,SKU011,117
2026-07-16,SKU012,126
2026-07-16,SKU013,142
2026-07-16,SKU014,136
2026-07-16,SKU015,155
2026-07-16,SKU016,114
2026-07-16,SKU017,117
2026-07-16,SKU018,176
2026-07-16,SKU019,146
2026-07-16,SKU020,126
2026-07-16,SKU021,126
2026-07-16,SKU022,170
2026-07-16,SKU023,170
2026-07-16,SKU024,123
2026-07-16,SKU025,118
2026-07-16,SKU026,111
2026-07-16,SKU027,95
2026-07-16,SKU028,136
2026-07-16,SKU029,239
2026-07-16,SKU030,240
2026-07-17,SKU001,0
2026-07-17,SKU002,112
2026-07-17,SKU003,16
2026-07-17,SKU004,105
2026-07-17,SKU005,122
2026-07-17,SKU006,105
2026-07-17,SKU007,117
2026-07-17,SKU008,107
2026-07-17,SKU009,97
2026-07-17,SKU010,166
2026-07-17,SKU011,115
2026-07-17,SKU012,122
2026-07-17,SKU013,139
2026-07-17,SKU014,135
2026-07-17,SKU015,147
2026-07-17,SKU016,111
2026-07-17,SKU017,111
2026-07-17,SKU018,174
2026-07-17,SKU019,141
2026-07-17,SKU020,117
2026-07-17,SKU021,122
2026-07-17,SKU022,169
2026-07-17,SKU023,167
2026-07-17,SKU024,123
2026-07-17,SKU025,115
2026-07-17,SKU026,109
2026-07-17,SKU027,95
2026-07-17,SKU028,127
2026-07-17,SKU029,239
2026-07-17,SKU030,240
2026-07-18,SKU001,0
2026-07-18,SKU002,87
2026-07-18,SKU003,10
2026-07-18,SKU004,98
2026-07-18,SKU005,107
2026-07-18,SKU006,83
2026-07-18,SKU007,117
2026-07-18,SKU008,107
2026-07-18,SKU009,84
2026-07-18,SKU010,166
2026-07-18,SKU011,109
2026-07-18,SKU012,120
2026-07-18,SKU013,134
2026-07-18,SKU014,130
2026-07-18,SKU015,142
2026-07-18,SKU016,106
2026-07-18,SKU017,100
2026-07-18,SKU018,171
2026-07-18,SKU019,137
2026-07-18,SKU020,115
2026-07-18,SKU021,117
2026-07-18,SKU022,169
2026-07-18,SKU023,160
2026-07-18,SKU024,114
2026-07-18,SKU025,109
2026-07-18,SKU026,105
2026-07-18,SKU027,89
2026-07-18,SKU028,124
2026-07-18,SKU029,239
2026-07-18,SKU030,240
2026-07-19,SKU001,0
2026-07-19,SKU002,75
2026-07-19,SKU003,0
2026-07-19,SKU004,78
2026-07-19,SKU005,85
2026-07-19,SKU006,77
2026-07-19,SKU007,115
2026-07-19,SKU008,101
2026-07-19,SKU009,84
2026-07-19,SKU010,166
2026-07-19,SKU011,109
2026-07-19,SKU012,120
2026-07-19,SKU013,127
2026-07-19,SKU014,120
2026-07-19,SKU015,137
2026-07-19,SKU016,106
2026-07-19,SKU017,96
2026-07-19,SKU018,171
2026-07-19,SKU019,128
2026-07-19,SKU020,105
2026-07-19,SKU021,112
2026-07-19,SKU022,161
2026-07-19,SKU023,154
2026-07-19,SKU024,103
2026-07-19,SKU025,101
2026-07-19,SKU026,105
2026-07-19,SKU027,85
2026-07-19,SKU028,124
2026-07-19,SKU029,239
2026-07-19,SKU030,240
2026-07-20,SKU001,0
2026-07-20,SKU002,71
2026-07-20,SKU003,0
2026-07-20,SKU004,70
2026-07-20,SKU005,84
2026-07-20,SKU006,77
2026-07-20,SKU007,108
2026-07-20,SKU008,101
2026-07-20,SKU009,74
2026-07-20,SKU010,166
2026-07-20,SKU011,106
2026-07-20,SKU012,120
2026-07-20,SKU013,122
2026-07-20,SKU014,117
2026-07-20,SKU015,130
2026-07-20,SKU016,106
2026-07-20,SKU017,91
2026-07-20,SKU018,165
2026-07-20,SKU019,122
2026-07-20,SKU020,92
2026-07-20,SKU021,111
2026-07-20,SKU022,154
2026-07-20,SKU023,147
2026-07-20,SKU024,100
2026-07-20,SKU025,93
2026-07-20,SKU026,104
2026-07-20,SKU027,76
2026-07-20,SKU028,120
2026-07-20,SKU029,235
2026-07-20,SKU030,240
2026-07-21,SKU001,0
2026-07-21,SKU002,140
2026-07-21,SKU003,89
2026-07-21,SKU004,130
2026-07-21,SKU005,141
2026-07-21,SKU006,157
2026-07-21,SKU007,199
2026-07-21,SKU008,184
2026-07-21,SKU009,156
2026-07-21,SKU010,166
2026-07-21,SKU011,191
2026-07-21,SKU012,116
2026-07-21,SKU013,118
2026-07-21,SKU014,117
2026-07-21,SKU015,129
2026-07-21,SKU016,196
2026-07-21,SKU017,187
2026-07-21,SKU018,165
2026-07-21,SKU019,119
2026-07-21,SKU020,184
2026-07-21,SKU021,103
2026-07-21,SKU022,150
2026-07-21,SKU023,142
2026-07-21,SKU024,184
2026-07-21,SKU025,155
2026-07-21,SKU026,194
2026-07-21,SKU027,146
2026-07-21,SKU028,112
2026-07-21,SKU029,235
2026-07-21,SKU030,240
2026-07-22,SKU001,0
2026-07-22,SKU002,128
2026-07-22,SKU003,69
2026-07-22,SKU004,111
2026-07-22,SKU005,127
2026-07-22,SKU006,136
2026-07-22,SKU007,199
2026-07-22,SKU008,184
2026-07-22,SKU009,150
2026-07-22,SKU010,166
2026-07-22,SKU011,190
2026-07-22,SKU012,115
2026-07-22,SKU013,118
2026-07-22,SKU014,108
2026-07-22,SKU015,121
2026-07-22,SKU016,193
2026-07-22,SKU017,181
2026-07-22,SKU018,163
2026-07-22,SKU019,115
2026-07-22,SKU020,184
2026-07-22,SKU021,99
2026-07-22,SKU022,143
2026-07-22,SKU023,135
2026-07-22,SKU024,180
2026-07-22,SKU025,155
2026-07-22,SKU026,194
2026-07-22,SKU027,146
2026-07-22,SKU028,102
2026-07-22,SKU029,235
2026-07-22,SKU030,240
2026-07-23,SKU001,0
2026-07-23,SKU002,111
2026-07-23,SKU003,59
2026-07-23,SKU004,98
2026-07-23,SKU005,112
2026-07-23,SKU006,118
2026-07-23,SKU007,194
2026-07-23,SKU008,181
2026-07-23,SKU009,143
2026-07-23,SKU010,166
2026-07-23,SKU011,183
2026-07-23,SKU012,108
2026-07-23,SKU013,113
2026-07-23,SKU014,103
2026-07-23,SKU015,111
2026-07-23,SKU016,189
2026-07-23,SKU017,181
2026-07-23,SKU018,159
2026-07-23,SKU019,111
2026-07-23,SKU020,184
2026-07-23,SKU021,92
2026-07-23,SKU022,142
2026-07-23,SKU023,132
2026-07-23,SKU024,175
2026-07-23,SKU025,148
2026-07-23,SKU026,191
2026-07-23,SKU027,139
2026-07-23,SKU028,100
2026-07-23,SKU029,235
2026-07-23,SKU030,240
2026-07-24,SKU001,0
2026-07-24,SKU002,107
2026-07-24,SKU003,50
2026-07-24,SKU004,81
2026-07-24,SKU005,103
2026-07-24,SKU006,113
2026-07-24,SKU007,192
2026-07-24,SKU008,173
2026-07-24,SKU009,135
2026-07-24,SKU010,166
2026-07-24,SKU011,168
2026-07-24,SKU012,105
2026-07-24,SKU013,113
2026-07-24,SKU014,98
2026-07-24,SKU015,103
2026-07-24,SKU016,185
2026-07-24,SKU017,181
2026-07-24,SKU018,156
2026-07-24,SKU019,105
2026-07-24,SKU020,183
2026-07-24,SKU021,89
2026-07-24,SKU022,138
2026-07-24,SKU023,117
2026-07-24,SKU024,169
2026-07-24,SKU025,144
2026-07-24,SKU026,190
2026-07-24,SKU027,131
2026-07-24,SKU028,89
2026-07-24,SKU029,235
2026-07-24,SKU030,240
2026-07-25,SKU001,0
2026-07-25,SKU002,97
2026-07-25,SKU003,28
2026-07-25,SKU004,58
2026-07-25,SKU005,84
2026-07-25,SKU006,103
2026-07-25,SKU007,190
2026-07-25,SKU008,163
2026-07-25,SKU009,131
2026-07-25,SKU010,166
2026-07-25,SKU011,157
2026-07-25,SKU012,100
2026-07-25,SKU013,113
2026-07-25,SKU014,96
2026-07-25,SKU015,97
2026-07-25,SKU016,176
2026-07-25,SKU017,176
2026-07-25,SKU018,152
2026-07-25,SKU019,87
2026-07-25,SKU020,165
2026-07-25,SKU021,89
2026-07-25,SKU022,127
2026-07-25,SKU023,116
2026-07-25,SKU024,164
2026-07-25,SKU025,142
2026-07-25,SKU026,186
2026-07-25,SKU027,116
2026-07-25,SKU028,89
2026-07-25,SKU029,235
2026-07-25,SKU030,240
2026-07-26,SKU001,0
2026-07-26,SKU002,84
2026-07-26,SKU003,19
2026-07-26,SKU004,39
2026-07-26,SKU005,81
2026-07-26,SKU006,91
2026-07-26,SKU007,179
2026-07-26,SKU008,149
2026-07-26,SKU009,128
2026-07-26,SKU010,166
2026-07-26,SKU011,152
2026-07-26,SKU012,99
2026-07-26,SKU013,107
2026-07-26,SKU014,93
2026-07-26,SKU015,90
2026-07-26,SKU016,163
2026-07-26,SKU017,170
2026-07-26,SKU018,152
2026-07-26,SKU019,87
2026-07-26,SKU020,159
2026-07-26,SKU021,88
2026-07-26,SKU022,118
2026-07-26,SKU023,102
2026-07-26,SKU024,156
2026-07-26,SKU025,136
2026-07-26,SKU026,180
2026-07-26,SKU027,112
2026-07-26,SKU028,85
2026-07-26,SKU029,232
2026-07-26,SKU030,240
2026-07-27,SKU001,0
2026-07-27,SKU002,77
2026-07-27,SKU003,8
2026-07-27,SKU004,23
2026-07-27,SKU005,71
2026-07-27,SKU006,84
2026-07-27,SKU007,177
2026-07-27,SKU008,145
2026-07-27,SKU009,126
2026-07-27,SKU010,166
2026-07-27,SKU011,150
2026-07-27,SKU012,94
2026-07-27,SKU013,107
2026-07-27,SKU014,91
2026-07-27,SKU015,89
2026-07-27,SKU016,163
2026-07-27,SKU017,166
2026-07-27,SKU018,152
2026-07-27,SKU019,83
2026-07-27,SKU020,153
2026-07-27,SKU021,79
2026-07-27,SKU022,113
2026-07-27,SKU023,92
2026-07-27,SKU024,153
2026-07-27,SKU025,129
2026-07-27,SKU026,175
2026-07-27,SKU027,101
2026-07-27,SKU028,82
2026-07-27,SKU029,232
2026-07-27,SKU030,240
2026-07-28,SKU001,0
2026-07-28,SKU002,131
2026-07-28,SKU003,69
2026-07-28,SKU004,96
2026-07-28,SKU005,146
2026-07-28,SKU006,164
2026-07-28,SKU007,176
2026-07-28,SKU008,145
2026-07-28,SKU009,120
2026-07-28,SKU010,166
2026-07-28,SKU011,141
2026-07-28,SKU012,163
2026-07-28,SKU013,173
2026-07-28,SKU014,169
2026-07-28,SKU015,148
2026-07-28,SKU016,161
2026-07-28,SKU017,161
2026-07-28,SKU018,152
2026-07-28,SKU019,168
2026-07-28,SKU020,152
2026-07-28,SKU021,139
2026-07-28,SKU022,113
2026-07-28,SKU023,173
2026-07-28,SKU024,149
2026-07-28,SKU025,124
2026-07-28,SKU026,168
2026-07-28,SKU027,173
2026-07-28,SKU028,164
2026-07-28,SKU029,232
2026-07-28,SKU030,240
2026-07-29,SKU001,0
2026-07-29,SKU002,119
2026-07-29,SKU003,53
2026-07-29,SKU004,84
2026-07-29,SKU005,142
2026-07-29,SKU006,157
2026-07-29,SKU007,173
2026-07-29,SKU008,145
2026-07-29,SKU009,115
2026-07-29,SKU010,166
2026-07-29,SKU011,138
2026-07-29,SKU012,161
2026-07-29,SKU013,166
2026-07-29,SKU014,162
2026-07-29,SKU015,139
2026-07-29,SKU016,161
2026-07-29,SKU017,152
2026-07-29,SKU018,152
2026-07-29,SKU019,168
2026-07-29,SKU020,144
2026-07-29,SKU021,134
2026-07-29,SKU022,112
2026-07-29,SKU023,165
2026-07-29,SKU024,143
2026-07-29,SKU025,123
2026-07-29,SKU026,168
2026-07-29,SKU027,170
2026-07-29,SKU028,161
2026-07-29,SKU029,232
2026-07-29,SKU030,240
2026-07-30,SKU001,0
2026-07-30,SKU002,112
2026-07-30,SKU003,45
2026-07-30,SKU004,72
2026-07-30,SKU005,134
2026-07-30,SKU006,148
2026-07-30,SKU007,170
2026-07-30,SKU008,145
2026-07-30,SKU009,105
2026-07-30,SKU010,166
2026-07-30,SKU011,133
2026-07-30,SKU012,155
2026-07-30,SKU013,160
2026-07-30,SKU014,162
2026-07-30,SKU015,134
2026-07-30,SKU016,155
2026-07-30,SKU017,150
2026-07-30,SKU018,150
2026-07-30,SKU019,156
2026-07-30,SKU020,136
2026-07-30,SKU021,128
2026-07-30,SKU022,105
2026-07-30,SKU023,159
2026-07-30,SKU024,135
2026-07-30,SKU025,123
2026-07-30,SKU026,166
2026-07-30,SKU027,166
2026-07-30,SKU028,158
2026-07-30,SKU029,232
2026-07-30,SKU030,240
2026-07-31,SKU001,0
2026-07-31,SKU002,102
2026-07-31,SKU003,28
2026-07-31,SKU004,58
2026-07-31,SKU005,123
2026-07-31,SKU006,137
2026-07-31,SKU007,162
2026-07-31,SKU008,139
2026-07-31,SKU009,96
2026-07-31,SKU010,166
2026-07-31,SKU011,127
2026-07-31,SKU012,152
2026-07-31,SKU013,160
2026-07-31,SKU014,154
2026-07-31,SKU015,128
2026-07-31,SKU016,153
2026-07-31,SKU017,144
2026-07-31,SKU018,141
2026-07-31,SKU019,152
2026-07-31,SKU020,132
2026-07-31,SKU021,124
2026-07-31,SKU022,98
2026-07-31,SKU023,155
2026-07-31,SKU024,131
2026-07-31,SKU025,117
2026-07-31,SKU026,163
2026-07-31,SKU027,166
2026-07-31,SKU028,158
2026-07-31,SKU029,232
2026-07-31,SKU030,240
2026-08-01,SKU001,0
2026-08-01,SKU002,94
2026-08-01,SKU003,16
2026-08-01,SKU004,46
2026-08-01,SKU005,109
2026-08-01,SKU006,128
2026-08-01,SKU007,152
2026-08-01,SKU008,128
2026-08-01,SKU009,96
2026-08-01,SKU010,166
2026-08-01,SKU011,123
2026-08-01,SKU012,149
2026-08-01,SKU013,157
2026-08-01,SKU014,150
2026-08-01,SKU015,124
2026-08-01,SKU016,153
2026-08-01,SKU017,139
2026-08-01,SKU018,128
2026-08-01,SKU019,141
2026-08-01,SKU020,124
2026-08-01,SKU021,113
2026-08-01,SKU022,90
2026-08-01,SKU023,143
2026-08-01,SKU024,131
2026-08-01,SKU025,117
2026-08-01,SKU026,155
2026-08-01,SKU027,166
2026-08-01,SKU028,144
2026-08-01,SKU029,232
2026-08-01,SKU030,240
2026-08-02,SKU001,0
2026-08-02,SKU002,84
2026-08-02,SKU003,13
2026-08-02,SKU004,29
2026-08-02,SKU005,95
2026-08-02,SKU006,113
2026-08-02,SKU007,152
2026-08-02,SKU008,127
2026-08-02,SKU009,88
2026-08-02,SKU010,166
2026-08-02,SKU011,116
2026-08-02,SKU012,149
2026-08-02,SKU013,143
2026-08-02,SKU014,145
2026-08-02,SKU015,106
2026-08-02,SKU016,144
2026-08-02,SKU017,130
2026-08-02,SKU018,128
2026-08-02,SKU019,132
2026-08-02,SKU020,119
2026-08-02,SKU021,108
2026-08-02,SKU022,90
2026-08-02,SKU023,139
2026-08-02,SKU024,119
2026-08-02,SKU025,117
2026-08-02,SKU026,152
2026-08-02,SKU027,166
2026-08-02,SKU028,138
2026-08-02,SKU029,232
2026-08-02,SKU030,240
2026-08-03,SKU001,0
2026-08-03,SKU002,82
2026-08-03,SKU003,0
2026-08-03,SKU004,13
2026-08-03,SKU005,78
2026-08-03,SKU006,103
2026-08-03,SKU007,152
2026-08-03,SKU008,122
2026-08-03,SKU009,72
2026-08-03,SKU010,166
2026-08-03,SKU011,108
2026-08-03,SKU012,149
2026-08-03,SKU013,143
2026-08-03,SKU014,142
2026-08-03,SKU015,98
2026-08-03,SKU016,138
2026-08-03,SKU017,122
2026-08-03,SKU018,126
2026-08-03,SKU019,117
2026-08-03,SKU020,112
2026-08-03,SKU021,105
2026-08-03,SKU022,81
2026-08-03,SKU023,138
2026-08-03,SKU024,115
2026-08-03,SKU025,117
2026-08-03,SKU026,149
2026-08-03,SKU027,164
2026-08-03,SKU028,138
2026-08-03,SKU029,232
2026-08-03,SKU030,240
2026-08-04,SKU001,78
2026-08-04,SKU002,168
2026-08-04,SKU003,50
2026-08-04,SKU004,90
2026-08-04,SKU005,150
2026-08-04,SKU006,156
2026-08-04,SKU007,145
2026-08-04,SKU008,122
2026-08-04,SKU009,150
2026-08-04,SKU010,166
2026-08-04,SKU011,186
2026-08-04,SKU012,145
2026-08-04,SKU013,139
2026-08-04,SKU014,137
2026-08-04,SKU015,188
2026-08-04,SKU016,125
2026-08-04,SKU017,117
2026-08-04,SKU018,121
2026-08-04,SKU019,116
2026-08-04,SKU020,106
2026-08-04,SKU021,196
2026-08-04,SKU022,142
2026-08-04,SKU023,137
2026-08-04,SKU024,115
2026-08-04,SKU025,107
2026-08-04,SKU026,145
2026-08-04,SKU027,151
2026-08-04,SKU028,133
2026-08-04,SKU029,232
2026-08-04,SKU030,240
2026-08-05,SKU001,69
2026-08-05,SKU002,162
2026-08-05,SKU003,30
2026-08-05,SKU004,83
2026-08-05,SKU005,141
2026-08-05,SKU006,144
2026-08-05,SKU007,143
2026-08-05,SKU008,111
2026-08-05,SKU009,141
2026-08-05,SKU010,166
2026-08-05,SKU011,180
2026-08-05,SKU012,143
2026-08-05,SKU013,135
2026-08-05,SKU014,129
2026-08-05,SKU015,181
2026-08-05,SKU016,125
2026-08-05,SKU017,112
2026-08-05,SKU018,115
2026-08-05,SKU019,114
2026-08-05,SKU020,106
2026-08-05,SKU021,195
2026-08-05,SKU022,138
2026-08-05,SKU023,131
2026-08-05,SKU024,115
2026-08-05,SKU025,100
2026-08-05,SKU026,139
2026-08-05,SKU027,150
2026-08-05,SKU028,133
2026-08-05,SKU029,232
2026-08-05,SKU030,240
2026-08-06,SKU001,58
2026-08-06,SKU002,152
2026-08-06,SKU003,21
2026-08-06,SKU004,65
2026-08-06,SKU005,125
2026-08-06,SKU006,139
2026-08-06,SKU007,142
2026-08-06,SKU008,109
2026-08-06,SKU009,139
2026-08-06,SKU010,166
2026-08-06,SKU011,171
2026-08-06,SKU012,130
2026-08-06,SKU013,133
2026-08-06,SKU014,129
2026-08-06,SKU015,173
2026-08-06,SKU016,121
2026-08-06,SKU017,110
2026-08-06,SKU018,107
2026-08-06,SKU019,109
2026-08-06,SKU020,102
2026-08-06,SKU021,195
2026-08-06,SKU022,138
2026-08-06,SKU023,126
2026-08-06,SKU024,108
2026-08-06,SKU025,98
2026-08-06,SKU026,130
2026-08-06,SKU027,149
2026-08-06,SKU028,130
2026-08-06,SKU029,232
2026-08-06,SKU030,240
2026-08-07,SKU001,44
2026-08-07,SKU002,148
2026-08-07,SKU003,12
2026-08-07,SKU004,60
2026-08-07,SKU005,114
2026-08-07,SKU006,132
2026-08-07,SKU007,133
2026-08-07,SKU008,101
2026-08-07,SKU009,136
2026-08-07,SKU010,166
2026-08-07,SKU011,166
2026-08-07,SKU012,128
2026-08-07,SKU013,120
2026-08-07,SKU014,125
2026-08-07,SKU015,169
2026-08-07,SKU016,112
2026-08-07,SKU017,106
2026-08-07,SKU018,101
2026-08-07,SKU019,108
2026-08-07,SKU020,102
2026-08-07,SKU021,192
2026-08-07,SKU022,135
2026-08-07,SKU023,122
2026-08-07,SKU024,104
2026-08-07,SKU025,94
2026-08-07,SKU026,123
2026-08-07,SKU027,148
2026-08-07,SKU028,130
2026-08-07,SKU029,232
2026-08-07,SKU030,240
2026-08-08,SKU001,23
2026-08-08,SKU002,128
2026-08-08,SKU003,7
2026-08-08,SKU004,52
2026-08-08,SKU005,95
2026-08-08,SKU006,118
2026-08-08,SKU007,130
2026-08-08,SKU008,98
2026-08-08,SKU009,136
2026-08-08,SKU010,166
2026-08-08,SKU011,166
2026-08-08,SKU012,120
2026-08-08,SKU013,118
2026-08-08,SKU014,125
2026-08-08,SKU015,160
2026-08-08,SKU016,112
2026-08-08,SKU017,103
2026-08-08,SKU018,97
2026-08-08,SKU019,99
2026-08-08,SKU020,99
2026-08-08,SKU021,175
2026-08-08,SKU022,127
2026-08-08,SKU023,112
2026-08-08,SKU024,104
2026-08-08,SKU025,94
2026-08-08,SKU026,114
2026-08-08,SKU027,144
2026-08-08,SKU028,126
2026-08-08,SKU029,232
2026-08-08,SKU030,240
2026-08-09,SKU001,9
2026-08-09,SKU002,113
2026-08-09,SKU003,0
2026-08-09,SKU004,46
2026-08-09,SKU005,82
2026-08-09,SKU006,109
2026-08-09,SKU007,126
2026-08-09,SKU008,98
2026-08-09,SKU009,131
2026-08-09,SKU010,166
2026-08-09,SKU011,156
2026-08-09,SKU012,112
2026-08-09,SKU013,103
2026-08-09,SKU014,119
2026-08-09,SKU015,155
2026-08-09,SKU016,100
2026-08-09,SKU017,103
2026-08-09,SKU018,81
2026-08-09,SKU019,99
2026-08-09,SKU020,92
2026-08-09,SKU021,170
2026-08-09,SKU022,127
2026-08-09,SKU023,109
2026-08-09,SKU024,101
2026-08-09,SKU025,88
2026-08-09,SKU026,107
2026-08-09,SKU027,137
2026-08-09,SKU028,120
2026-08-09,SKU029,232
2026-08-09,SKU030,240
2026-08-10,SKU001,0
2026-08-10,SKU002,102
2026-08-10,SKU003,0
2026-08-10,SKU004,35
2026-08-10,SKU005,78
2026-08-10,SKU006,93
2026-08-10,SKU007,126
2026-08-10,SKU008,98
2026-08-10,SKU009,127
2026-08-10,SKU010,166
2026-08-10,SKU011,144
2026-08-10,SKU012,107
2026-08-10,SKU013,103
2026-08-10,SKU014,113
2026-08-10,SKU015,149
2026-08-10,SKU016,98
2026-08-10,SKU017,96
2026-08-10,SKU018,76
2026-08-10,SKU019,99
2026-08-10,SKU020,92
2026-08-10,SKU021,166
2026-08-10,SKU022,124
2026-08-10,SKU023,109
2026-08-10,SKU024,101
2026-08-10,SKU025,85
2026-08-10,SKU026,104
2026-08-10,SKU027,136
2026-08-10,SKU028,115
2026-08-10,SKU029,232
2026-08-10,SKU030,240
2026-08-11,SKU001,87
2026-08-11,SKU002,158
2026-08-11,SKU003,85
2026-08-11,SKU004,81
2026-08-11,SKU005,151
2026-08-11,SKU006,177
2026-08-11,SKU007,126
2026-08-11,SKU008,171
2026-08-11,SKU009,118
2026-08-11,SKU010,237
2026-08-11,SKU011,144
2026-08-11,SKU012,189
2026-08-11,SKU013,193
2026-08-11,SKU014,111
2026-08-11,SKU015,147
2026-08-11,SKU016,164
2026-08-11,SKU017,164
2026-08-11,SKU018,130
2026-08-11,SKU019,166
2026-08-11,SKU020,179
2026-08-11,SKU021,162
2026-08-11,SKU022,112
2026-08-11,SKU023,174
2026-08-11,SKU024,181
2026-08-11,SKU025,144
2026-08-11,SKU026,177
2026-08-11,SKU027,133
2026-08-11,SKU028,113
2026-08-11,SKU029,232
2026-08-11,SKU030,240
2026-08-12,SKU001,78
2026-08-12,SKU002,150
2026-08-12,SKU003,69
2026-08-12,SKU004,68
2026-08-12,SKU005,135
2026-08-12,SKU006,170
2026-08-12,SKU007,124
2026-08-12,SKU008,169
2026-08-12,SKU009,118
2026-08-12,SKU010,237
2026-08-12,SKU011,142
2026-08-12,SKU012,183
2026-08-12,SKU013,183
2026-08-12,SKU014,108
2026-08-12,SKU015,147
2026-08-12,SKU016,164
2026-08-12,SKU017,164
2026-08-12,SKU018,124
2026-08-12,SKU019,164
2026-08-12,SKU020,175
2026-08-12,SKU021,156
2026-08-12,SKU022,98
2026-08-12,SKU023,171
2026-08-12,SKU024,181
2026-08-12,SKU025,139
2026-08-12,SKU026,173
2026-08-12,SKU027,127
2026-08-12,SKU028,113
2026-08-12,SKU029,232
2026-08-12,SKU030,240
2026-08-13,SKU001,77
2026-08-13,SKU002,141
2026-08-13,SKU003,68
2026-08-13,SKU004,59
2026-08-13,SKU005,130
2026-08-13,SKU006,160
2026-08-13,SKU007,121
2026-08-13,SKU008,169
2026-08-13,SKU009,107
2026-08-13,SKU010,237
2026-08-13,SKU011,142
2026-08-13,SKU012,182
2026-08-13,SKU013,174
2026-08-13,SKU014,104
2026-08-13,SKU015,139
2026-08-13,SKU016,164
2026-08-13,SKU017,159
2026-08-13,SKU018,123
2026-08-13,SKU019,161
2026-08-13,SKU020,171
2026-08-13,SKU021,148
2026-08-13,SKU022,98
2026-08-13,SKU023,168
2026-08-13,SKU024,176
2026-08-13,SKU025,130
2026-08-13,SKU026,167
2026-08-13,SKU027,119
2026-08-13,SKU028,108
2026-08-13,SKU029,232
2026-08-13,SKU030,240
2026-08-14,SKU001,68
2026-08-14,SKU002,136
2026-08-14,SKU003,59
2026-08-14,SKU004,48
2026-08-14,SKU005,121
2026-08-14,SKU006,156
2026-08-14,SKU007,117
2026-08-14,SKU008,169
2026-08-14,SKU009,105
2026-08-14,SKU010,237
2026-08-14,SKU011,136
2026-08-14,SKU012,175
2026-08-14,SKU013,170
2026-08-14,SKU014,100
2026-08-14,SKU015,134
2026-08-14,SKU016,162
2026-08-14,SKU017,155
